property_id,address,suburb,postcode,latitude,longitude,ground_elevation_m_ahd,building_footprint,building_area_m2,dwelling_structure_census,bedroom_count,vehicle_count,ev_count,affluence_score,construction_type,floor_height_offset_m,switchboard_type,circuit_count,kitchen_spec,flooring,building_age_years,flood_planning_level_m_ahd,peak_water_level_m_ahd,peak_depth_above_floor_m,depth_above_floor_m,wetted_wall_area_m2,severity_factor,switchboard_cost_aud,plasterboard_cost_aud,flooring_cost_aud,kitchen_cabinetry_cost_aud,electrical_cost_aud,appliance_cost_aud,drying_decon_cost_aud,painting_cost_aud,demolition_cost_aud,initial_estimated_cost_aud,insurance_delay_days,job_start_day,job_duration_days,job_end_day,scope_multiplier,stockout_day_relevant,labour_actual_aud,materials_actual_aud,actual_repair_cost_aud
GNAF-GANSW705244790,15 COOLING STREET,LISMORE HEIGHTS,2480,-28.80177265,153.29581355,89.40399932861328,,78.4,separate_house,3,2,0,0.5830388692579506,short_stumps,0.5,ceramic_fuse,6,standard_laminate,timber_floorboards,86,13.4,14.4,0.0,0.0,10.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280550,UNIT 1 518 BALLINA ROAD,GOONELLABAH,2480,-28.81400782,153.31392152,158.16000366210938,,95.8,separate_house,3,3,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,131,13.4,14.4,0.0,0.0,11.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709245345,62 OLIVER AVENUE,GOONELLABAH,2480,-28.82197575,153.33756182,140.2550048828125,,110.9,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,basic_laminate,carpet,69,13.4,14.4,0.0,0.0,12.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709245347,66 OLIVER AVENUE,GOONELLABAH,2480,-28.82197575,153.33756182,140.2550048828125,,74.6,separate_house,4,3,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,8,stone_benchtop,timber_floorboards,61,13.4,14.4,0.0,0.0,10.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709245348,68 OLIVER AVENUE,GOONELLABAH,2480,-28.82197575,153.33756182,140.2550048828125,,107.1,separate_house,4,2,1,0.9328621908127208,slab_on_ground,0.15,smart_ev_ready,12,standard_laminate,timber_floorboards,60,13.4,14.4,0.0,0.0,12.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW717280529,65 BALLINA ROAD,GIRARDS HILL,2480,-28.81403791,153.27849801,9.585000038146973,"[[153.2782387, -28.813730799999995], [153.2782115, -28.813884299999998], [153.278501, -28.813932], [153.2785088, -28.813873300000004], [153.2782387, -28.813730799999995]]",24.2,separate_house,3,3,0,0.7208480565371025,slab_on_ground,0.15,circuit_breaker_rcd,9,basic_laminate,carpet,54,13.4,14.4,4.665,4.665,47.23,2.0,2054.35,4136.88,1485.27,2678.85,1819.68,4600.35,779.28,1383.57,886.51,19824.74,4.43,66,13,79,1.4,True,12974.81,16473.6,29448.42
GNAF-GANSW709228702,74 OLIVER AVENUE,GOONELLABAH,2480,-28.82197575,153.33756182,140.2550048828125,,101.4,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,121,13.4,14.4,0.0,0.0,12.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712329344,UNIT 10 2 WATT AVENUE,GOONELLABAH,2480,-28.82351658,153.31462523,141.2790069580078,,91.0,separate_house,3,0,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_basic,14,premium_stone_island,laminate,30,13.4,14.4,0.0,0.0,11.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712289070,UNIT 1 2 WATT AVENUE,GOONELLABAH,2480,-28.82275267,153.31444661,148.37100219726562,,101.8,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,8,13.4,14.4,0.0,0.0,12.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712289071,UNIT 2 2 WATT AVENUE,GOONELLABAH,2480,-28.82285283,153.31447437,146.5970001220703,,105.3,separate_house,3,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,14,stone_benchtop,tile,26,13.4,14.4,0.0,0.0,12.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712289072,UNIT 3 2 WATT AVENUE,GOONELLABAH,2480,-28.82293972,153.31448524,145.55099487304688,,128.8,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,19,premium_stone_island,laminate,7,13.4,14.4,0.0,0.0,13.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712326144,UNIT 5 2 WATT AVENUE,GOONELLABAH,2480,-28.82308696,153.31461195,146.49200439453125,,92.2,semi_detached,3,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,20,premium_stone_island,laminate,5,13.4,14.4,0.0,0.0,11.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712326146,UNIT 7 2 WATT AVENUE,GOONELLABAH,2480,-28.82326315,153.31470487,145.6479949951172,,75.8,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,143,13.4,14.4,0.0,0.0,10.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712326148,UNIT 9 2 WATT AVENUE,GOONELLABAH,2480,-28.82343814,153.31466867,142.6750030517578,,108.8,separate_house,4,1,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,10,stone_benchtop,timber_floorboards,64,13.4,14.4,0.0,0.0,12.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW709233678,16 GREENWOOD DRIVE,GOONELLABAH,2480,-28.81721165,153.3303721,126.3499984741211,,106.6,separate_house,3,2,0,0.9328621908127208,short_stumps,0.5,ceramic_fuse,11,stone_benchtop,tile,37,13.4,14.4,0.0,0.0,12.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718050340,124A CASINO STREET,SOUTH LISMORE,2480,-28.80819671,153.25905619,11.006999969482422,,158.9,separate_house,5,1,0,0.0,slab_on_ground,0.15,circuit_breaker_rcd,17,basic_laminate,carpet,45,13.4,14.4,3.243,3.243,121.01,2.0,2551.14,12267.49,10168.25,4591.36,3594.15,3843.83,7852.04,3283.91,5847.66,53999.82,2.59,179,23,202,1.4,True,34812.05,44597.35,79409.39
GNAF-GANSW712266098,8 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,106.7,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,13,13.4,14.4,0.0,0.0,12.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705228428,23 O'FLYNN STREET,LISMORE HEIGHTS,2480,-28.80481287,153.29714254,83.74099731445312,,85.3,separate_house,3,2,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,13,standard_laminate,timber_floorboards,29,13.4,14.4,0.0,0.0,11.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705230336,12 BELLEVUE AVENUE,LISMORE HEIGHTS,2480,-28.80160562,153.29911702,97.46900177001953,,70.8,separate_house,2,3,1,0.5830388692579506,short_stumps,0.5,ceramic_fuse,10,standard_laminate,timber_floorboards,39,13.4,14.4,0.0,0.0,10.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705219388,42 HIGH STREET,LISMORE HEIGHTS,2480,-28.80158127,153.29193586,68.16999816894531,,141.4,separate_house,4,2,0,0.5830388692579506,slab_on_ground,0.15,circuit_breaker_rcd,19,stone_benchtop,tile,7,13.4,14.4,0.0,0.0,14.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705228269,6 COOLING STREET,LISMORE HEIGHTS,2480,-28.80094821,153.2966791,77.63700103759766,,85.7,semi_detached,3,2,0,0.5830388692579506,short_stumps,0.5,circuit_breaker_rcd,20,stone_benchtop,tile,5,13.4,14.4,0.0,0.0,11.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712290843,UNIT 3 127 ROUS ROAD,GOONELLABAH,2480,-28.82584196,153.32244833,173.72799682617188,,59.9,separate_house,2,2,1,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,6,basic_laminate,carpet,93,13.4,14.4,0.0,0.0,9.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712301474,UNIT 4 127 ROUS ROAD,GOONELLABAH,2480,-28.82584196,153.32244833,173.72799682617188,,80.9,separate_house,3,3,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,12,stone_benchtop,tile,25,13.4,14.4,0.0,0.0,10.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718050350,4D CASSIA CRESCENT,GOONELLABAH,2480,-28.81784071,153.31613442,164.16099548339844,,69.3,separate_house,2,0,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,6,basic_laminate,carpet,164,13.4,14.4,0.0,0.0,9.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705219262,13 CLYDE STREET,LISMORE,2480,-28.81244115,153.29079515,11.800000190734863,,72.4,semi_detached,2,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,11,standard_laminate,timber_floorboards,43,13.4,14.4,1.1,1.1,47.65,1.55,3543.11,5216.9,11715.58,3648.18,2243.32,4014.92,3069.67,1502.38,2178.97,37133.03,2.58,359,13,372,1.4,True,18829.54,27894.7,46724.23
GNAF-GANSW705236289,31 HUNTER STREET,LISMORE,2480,-28.80584394,153.29068654,13.90999984741211,,52.6,separate_house,2,3,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,basic_laminate,vinyl,146,13.4,14.4,0.0,0.0,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705225240,132 LAUREL AVENUE,LISMORE,2480,-28.80803953,153.28869865,10.402999877929688,,101.0,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,8,basic_laminate,vinyl,61,13.4,14.4,3.497,3.497,96.48,2.0,1415.47,11611.45,5401.54,4338.1,1443.21,4678.93,5954.23,2738.39,3737.78,41319.09,5.87,137,16,153,1.4,True,23406.68,23031.3,46437.98
GNAF-GANSW706520821,265 HIGH STREET,LISMORE,2480,-28.80973325,153.30320898,132.75999450683594,,125.7,separate_house,4,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,10,standard_laminate,vinyl,49,13.4,14.4,0.0,0.0,13.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705216722,14 KING STREET,LISMORE,2480,-28.80914037,153.28028895,7.2270002365112305,,99.2,separate_house,3,3,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,8,basic_laminate,carpet,102,13.4,14.4,6.673,6.673,95.62,2.0,1421.1,8509.59,5823.69,4027.86,1543.85,4355.48,5790.76,2784.84,5212.17,39469.34,3.1,58,18,76,1.4,True,26839.3,27645.49,54484.79
GNAF-GANSW705228790,7 FOWLER STREET,LISMORE,2480,-28.81461512,153.28773189,9.694999694824219,,126.1,separate_house,4,3,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,9,basic_laminate,vinyl,51,13.4,14.4,4.205,4.205,107.8,2.0,2139.4,10627.41,5984.23,3959.72,2054.98,3898.25,5303.85,2609.88,6465.24,43042.96,3.77,173,20,193,1.4,True,28798.28,43424.99,72223.27
GNAF-GANSW705229895,120 LAUREL AVENUE,LISMORE,2480,-28.80788383,153.28750824,9.548999786376953,,135.0,separate_house,4,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_basic,13,basic_laminate,carpet,70,13.4,14.4,4.701,4.701,111.54,2.0,2069.79,10235.09,8287.82,4315.22,2541.99,3983.98,8068.23,4383.25,7039.34,50924.71,2.74,79,18,97,1.4,True,35596.03,33750.09,69346.12
GNAF-GANSW705230979,2 LOCKETT STREET,LISMORE,2480,-28.81327142,153.27661198,9.270999908447266,,91.4,separate_house,3,3,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,6,basic_laminate,vinyl,150,13.4,14.4,4.629,4.629,91.78,2.0,1654.11,6995.9,6883.11,3643.62,1043.92,4168.44,4714.46,3440.57,4593.59,37137.72,3.61,127,17,144,1.4,True,24502.4,29861.69,54364.09
GNAF-GANSW705250616,124 HUNTER STREET,LISMORE,2480,-28.81323394,153.28999093,11.185999870300293,,109.7,separate_house,3,3,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,8,standard_laminate,timber_floorboards,72,13.4,14.4,1.714,1.714,84.38,1.857,1843.97,8289.29,13528.36,4096.72,1993.15,3927.69,4865.9,2418.37,4846.32,45809.77,4.78,343,18,361,1.4,True,29906.78,30100.78,60007.56
GNAF-GANSW705221984,165 MAGELLAN STREET,LISMORE,2480,-28.81199964,153.28123017,9.211999893188477,,40.0,semi_detached,1,3,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,standard_laminate,timber_floorboards,98,13.4,14.4,3.688,3.688,60.72,2.0,1633.17,4596.4,5815.77,3145.59,971.42,3844.47,1817.13,2255.89,1933.26,26013.12,3.68,199,14,213,1.4,True,16042.39,19743.12,35785.5
GNAF-GANSW705234601,3 GREENWOOD CRESCENT,LISMORE,2480,-28.81392438,153.29590675,71.97100067138672,,99.3,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,9,basic_laminate,vinyl,60,13.4,14.4,0.0,0.0,11.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712266105,15 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,69.1,semi_detached,2,2,0,0.9328621908127208,short_stumps,0.5,circuit_breaker_rcd,19,premium_stone_island,polished_concrete,10,13.4,14.4,0.0,0.0,9.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712266106,16 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,111.4,separate_house,5,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,19,premium_stone_island,laminate,2,13.4,14.4,0.0,0.0,12.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718050351,4E CASSIA CRESCENT,GOONELLABAH,2480,-28.81784071,153.31613442,164.16099548339844,,127.4,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,tile,12,13.4,14.4,0.0,0.0,13.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300146,29 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,40.0,semi_detached,1,0,0,0.9328621908127208,high_stumps,1.5,ceramic_fuse,9,premium_stone_island,laminate,37,13.4,14.4,0.0,0.0,7.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712266092,2 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,100.1,separate_house,3,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,14,stone_benchtop,timber_floorboards,29,13.4,14.4,0.0,0.0,12.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300149,32 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,106.0,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,tile,17,13.4,14.4,0.0,0.0,12.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300150,33 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,123.7,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,12,standard_laminate,timber_floorboards,54,13.4,14.4,0.0,0.0,13.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300152,35 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,130.9,separate_house,4,3,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,16,stone_benchtop,tile,7,13.4,14.4,0.0,0.0,13.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712300153,36 CARSON STREET,GOONELLABAH,2480,-28.81990891,153.34625348,163.76699829101562,,112.4,separate_house,4,1,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,18,stone_benchtop,timber_floorboards,5,13.4,14.4,0.0,0.0,12.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW712286769,212 JAMES ROAD,GOONELLABAH,2480,-28.80533959,153.34213847,116.73899841308594,,82.6,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,ceramic_fuse,8,basic_laminate,carpet,87,13.4,14.4,0.0,0.0,10.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705228816,60 MAGELLAN STREET,LISMORE,2480,-28.80895476,153.27676427,9.95300006866455,"[[153.2768645, -28.8088631], [153.2767977, -28.80882810000001], [153.2766373, -28.809059799999993], [153.2767047, -28.8090953], [153.2768645, -28.8088631]]",38.2,separate_house,3,3,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_basic,6,basic_laminate,vinyl,61,13.4,14.4,3.947,3.947,59.33,2.0,1576.07,5624.12,2195.84,3892.2,1186.3,3655.65,1662.9,1857.71,1417.76,23068.55,7.09,124,15,139,1.4,True,13931.34,18104.17,32035.51
GNAF-GANSW705215939,61 CARRINGTON STREET,LISMORE,2480,-28.81148097,153.27503614,10.36400032043457,"[[153.275012, -28.810961999999996], [153.2748347, -28.8112234], [153.27488060000002, -28.8112474], [153.2749513, -28.8112842], [153.2749166, -28.811335400000004], [153.2752173, -28.811492000000005], [153.2752409, -28.8114555], [153.2754294, -28.8111795], [153.275012, -28.810961999999996]]",67.4,separate_house,3,1,0,0.15901060070671377,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,120,13.4,14.4,3.886,3.886,78.81,2.0,1708.06,8609.9,5271.95,2865.45,1216.96,4936.75,3046.38,2912.55,2823.03,33391.03,7.64,177,16,193,1.4,True,19115.95,29844.06,48960.02
GNAF-GANSW705213365,16 LEYCESTER STREET,LISMORE,2480,-28.80446037,153.28511316,10.803000450134277,,139.2,semi_detached,5,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,14,standard_laminate,timber_floorboards,45,13.4,14.4,3.097,3.097,113.26,2.0,2175.3,11489.88,20782.4,5158.69,2658.82,4549.9,6179.49,4006.7,6952.78,63953.97,3.46,224,20,244,1.4,True,39010.75,34856.39,73867.14
GNAF-GANSW705226142,45 EWING STREET,LISMORE,2480,-28.81392849,153.28305762,9.869999885559082,"[[153.2830006, -28.813788999999996], [153.28297640000002, -28.813919599999988], [153.2830701, -28.8139329], [153.2830748, -28.813907299999993], [153.2831295, -28.81391499999999], [153.2831489, -28.813810099999994], [153.2830006, -28.813788999999996]]",199.3,separate_house,4,1,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_basic,11,standard_laminate,timber_floorboards,66,13.4,14.4,3.03,3.03,135.53,2.0,1847.31,11752.44,23727.03,3986.83,2575.54,4279.81,8521.39,4955.93,7540.62,69186.89,5.94,282,23,305,1.4,True,43877.77,56202.28,100080.05
GNAF-GANSW705219271,5 CLYDE STREET,LISMORE,2480,-28.81237803,153.29030297,11.416999816894531,,92.0,separate_house,3,2,0,0.15901060070671377,short_stumps,0.5,ceramic_fuse,7,basic_laminate,vinyl,139,13.4,14.4,2.483,2.483,92.08,2.0,978.64,9089.08,3492.83,4436.4,1561.11,4972.17,3962.09,3215.47,5327.62,37035.41,7.47,320,17,337,1.4,True,27505.41,23788.13,51293.54
GNAF-GANSW705227262,24 HUNTER STREET,LISMORE,2480,-28.80597592,153.2913889,16.500999450683594,,115.1,separate_house,4,1,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,9,basic_laminate,vinyl,46,13.4,14.4,0.0,0.0,12.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705213388,8 SHERWOOD DRIVE,LISMORE,2480,-28.81550048,153.29553577,46.27899932861328,,65.7,flat_or_apartment,2,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,20,stone_benchtop,tile,5,13.4,14.4,0.0,0.0,9.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705228810,274 MAGELLAN STREET,LISMORE,2480,-28.81345303,153.29160358,14.105999946594238,,124.0,separate_house,4,2,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,8,basic_laminate,vinyl,53,13.4,14.4,0.0,0.0,13.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705233595,62 DIADEM STREET,LISMORE,2480,-28.80883627,153.28842283,11.92199993133545,,66.7,flat_or_apartment,2,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,15,stone_benchtop,tile,23,13.4,14.4,2.328,2.328,78.4,2.0,2978.58,8309.94,6229.54,7993.61,3099.74,7583.19,2724.63,2306.98,2986.01,44212.23,7.45,225,14,239,1.4,True,17329.95,28988.51,46318.46
GNAF-GANSW705219967,6 NORTH STREET,LISMORE,2480,-28.81264222,153.28889232,10.52400016784668,,125.6,separate_house,4,0,0,0.15901060070671377,short_stumps,0.5,circuit_breaker_rcd,13,basic_laminate,carpet,51,13.4,14.4,3.376,3.376,107.59,2.0,3558.0,8807.84,9696.95,4451.23,2885.41,3591.36,5212.28,3286.27,6158.43,47647.78,4.31,228,20,248,1.4,True,40310.57,28762.3,69072.87
GNAF-GANSW705236236,57 DIBBS STREET,LISMORE,2480,-28.8132446,153.29223206,18.534000396728516,,79.4,separate_house,3,1,0,0.15901060070671377,slab_on_ground,0.15,ceramic_fuse,7,basic_laminate,carpet,146,13.4,14.4,0.0,0.0,10.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705250583,25 HINDMARSH STREET,LISMORE,2480,-28.80290581,153.28575555,8.713000297546387,,40.0,semi_detached,1,1,0,0.15901060070671377,high_stumps,1.5,ceramic_fuse,5,standard_laminate,timber_floorboards,144,13.4,14.4,4.187,4.187,60.72,2.0,1922.07,4378.34,6154.72,3419.84,884.13,4709.74,1659.38,1752.36,1550.33,26430.9,8.01,120,12,132,1.4,True,17969.57,24388.72,42358.29
GNAF-GANSW705219341,45 POUND STREET,LISMORE,2480,-28.81548968,153.29338541,29.527999877929688,,82.8,flat_or_apartment,3,1,0,0.15901060070671377,slab_on_ground,0.15,circuit_breaker_rcd,22,standard_laminate,tile,2,13.4,14.4,0.0,0.0,10.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW705233633,84 DIBBS STREET,LISMORE,2480,-28.81470248,153.29261165,20.604000091552734,,97.8,separate_house,3,2,0,0.15901060070671377,high_stumps,1.5,circuit_breaker_rcd,8,standard_laminate,timber_floorboards,56,13.4,14.4,0.0,0.0,11.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW719392039,SHOP 7 62 WYRALLAH ROAD,EAST LISMORE,2480,-28.81962095,153.28518897,11.569000244140625,"[[153.285174, -28.8197046], [153.2850487, -28.819765399999998], [153.2853163, -28.820188299999995], [153.2854296, -28.82013329999999], [153.2853856, -28.820063799999996], [153.2854251, -28.820044699999993], [153.2854082, -28.820018], [153.2853559, -28.82001169999999], [153.285348, -28.820015000000016], [153.2853235, -28.819970800000004], [153.2853398, -28.819963799999996], [153.2854453, -28.819977700000003], [153.285582, -28.81917809999999], [153.2855623, -28.819151699999995], [153.2854673, -28.819139], [153.2853266, -28.8199456], [153.285174, -28.8197046]]",65.3,separate_house,3,0,0,0.38869257950530034,high_stumps,1.5,ceramic_fuse,6,stone_benchtop,tile,160,13.4,14.4,1.331,1.331,52.72,1.665,1718.18,5086.97,8298.68,7523.83,1151.53,8293.39,2917.84,1745.91,1967.31,38703.64,3.86,355,15,370,1.4,True,16879.36,31232.57,48111.93
GNAF-GANSW718138144,UNIT 2 2 WALKER PLACE,EAST LISMORE,2480,-28.82402426,153.28980248,14.793999671936035,,123.7,separate_house,4,1,0,0.38869257950530034,short_stumps,0.5,circuit_breaker_rcd,8,standard_laminate,timber_floorboards,71,13.4,14.4,0.0,0.0,13.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW721126224,22 PARKWALK DRIVE,GOONELLABAH,2480,-28.8145352,153.30879809,108.18900299072266,,123.7,separate_house,4,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,17,stone_benchtop,laminate,5,13.4,14.4,0.0,0.0,13.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
GNAF-GANSW718564069,1 O'MAHONEY DRIVE,GOONELLABAH,2480,-28.8229734,153.3430784,166.8070068359375,,98.8,separate_house,3,2,0,0.9328621908127208,slab_on_ground,0.15,circuit_breaker_rcd,13,stone_benchtop,tile,22,13.4,14.4,0.0,0.0,11.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
